Key,Hybrid2 (nM/day),weightNH4,Station,iteration,Denit from NO3- (nM/day),weightNO2,Nitrification (nM/day),Denit fromNO2- (nM/day),Feature,cost,weightNO3,f,Denit from NO2- (nM/day)
PS3Deep oxycline,0.0166897633128625,0.3333333333333333,PS3,24,0.0,0.3333333333333333,0.0001431586029633,,Deep oxycline,9.209368412342318,0.3333333333333333,0.3778847124761899,0.0025327060763594
PS3Deep oxycline,0.0182304574512277,0.3333333333333333,PS3,22,0.0,0.3333333333333333,0.0001471889587387,,Deep oxycline,9.34604747358517,0.3333333333333333,0.3777721897206496,0.0026251316566758
PS3Deep oxycline,0.0157148668180365,0.3333333333333333,PS3,25,0.0,0.3333333333333333,0.0001560408748515,,Deep oxycline,9.1733880922361,0.3333333333333333,0.37798653440827,0.002525398537791
PS3Deep oxycline,0.0175610289217386,0.3333333333333333,PS3,21,0.0,0.3333333333333333,0.0001005399932908,,Deep oxycline,9.528495347857174,0.3333333333333333,0.3775101392476817,0.0027156759780052
PS3Deep oxycline,0.0165106377653176,0.3333333333333333,PS3,27,0.0,0.3333333333333333,0.0001143478215723,,Deep oxycline,9.322791662939927,0.3333333333333333,0.3777742266292486,0.002542440122163
PS3Deep oxycline,0.0160005821399637,0.3333333333333333,PS3,28,0.0,0.3333333333333333,0.0001079681953409,,Deep oxycline,9.256157716053616,0.3333333333333333,0.3778705314512833,0.0025689966083451
PS3Deep oxycline,0.0174324435190032,0.3333333333333333,PS3,23,0.0,0.3333333333333333,0.0001693172142111,,Deep oxycline,9.366610507754864,0.3333333333333333,0.3777797122419834,0.0026094375024657
PS3Deep oxycline,0.0166132938542816,0.3333333333333333,PS3,26,0.0,0.3333333333333333,0.0001732175725044,,Deep oxycline,9.218508352285626,0.3333333333333333,0.377965572356133,0.0025732363209766
PS3Deep oxycline,0.0165817304382653,0.3333333333333333,PS3,35,0.0,0.3333333333333333,0.0001594901167836,,Deep oxycline,9.106128493729615,0.3333333333333333,0.3781370722012093,0.0025402591959612
PS3Deep oxycline,0.0156310975061352,0.3333333333333333,PS3,30,0.0,0.3333333333333333,0.0001180612471524,,Deep oxycline,9.165009825271277,0.3333333333333333,0.378023227052518,0.0025442139913943
PS3Deep oxycline,0.0168418038745045,0.3333333333333333,PS3,29,0.0,0.3333333333333333,0.0001932835243761,,Deep oxycline,9.207471982627418,0.3333333333333333,0.3779285877640587,0.002637990235823
PS3Deep oxycline,0.0158864786037084,0.3333333333333333,PS3,32,0.0,0.3333333333333333,0.0001541663533048,,Deep oxycline,9.10802786656835,0.3333333333333333,0.3781450091634796,0.0024615647373471
PS3Deep oxycline,0.016111367887351,0.3333333333333333,PS3,39,0.0,0.3333333333333333,0.0001539203087265,,Deep oxycline,9.173704495292212,0.3333333333333333,0.3779622367580508,0.002635412433021
PS3Deep oxycline,0.0155091989126409,0.3333333333333333,PS3,33,0.0,0.3333333333333333,0.0001609009003773,,Deep oxycline,9.05193323256587,0.3333333333333333,0.3782240394208438,0.0025179939481578
PS3Deep oxycline,0.0164732459803661,0.3333333333333333,PS3,34,0.0,0.3333333333333333,0.0001807749193448,,Deep oxycline,9.214701677801395,0.3333333333333333,0.3779392398122606,0.0026354306157954
PS3Deep oxycline,0.0159561919055795,0.3333333333333333,PS3,38,0.0,0.3333333333333333,0.0001964615831124,,Deep oxycline,9.040017520411856,0.3333333333333333,0.3782688815935473,0.0026006536234583
PS3Deep oxycline,0.0172282709838498,0.3333333333333333,PS3,36,0.0,0.3333333333333333,0.000189377698285,,Deep oxycline,9.352196880062396,0.3333333333333333,0.3777886865393675,0.0026314870995878
PS3Deep oxycline,0.0175990599472361,0.3333333333333333,PS3,37,0.0,0.3333333333333333,0.0001376787003183,,Deep oxycline,9.393456403316502,0.3333333333333333,0.3776591067431104,0.0026798121916346
PS3Deep oxycline,0.0169700118060379,0.3333333333333333,PS3,41,0.0,0.3333333333333333,4.575792925290347e-07,,Deep oxycline,9.391625155691724,0.3333333333333333,0.3777490124767554,0.002613404002574
PS3Deep oxycline,0.0158274678741619,0.3333333333333333,PS3,40,0.0,0.3333333333333333,0.0001895074433567,,Deep oxycline,9.054204335192294,0.3333333333333333,0.3782308623353849,0.0025774328641413
PS3Deep oxycline,0.015953873189025,0.3333333333333333,PS3,42,0.0,0.3333333333333333,0.000105924097122,,Deep oxycline,9.28272596417036,0.3333333333333333,0.3778044114354505,0.0025035856878619
PS3Deep oxycline,0.0155733409846238,0.3333333333333333,PS3,49,0.0,0.3333333333333333,0.0001616813269367,,Deep oxycline,9.1366568291529,0.3333333333333333,0.3779176431300063,0.0025533638283272
PS3Deep oxycline,0.0160187294126267,0.3333333333333333,PS3,44,0.0,0.3333333333333333,0.0001243452867262,,Deep oxycline,9.18356418154601,0.3333333333333333,0.3780126988249944,0.0025724259143817
PS3Deep oxycline,0.016945872914463,0.3333333333333333,PS3,45,0.0,0.3333333333333333,0.0001221504411393,,Deep oxycline,9.30132991425927,0.3333333333333333,0.3777641829726288,0.0025462830959536
PS3Deep oxycline,0.0162950507396104,0.3333333333333333,PS3,50,0.0,0.3333333333333333,0.0001493675073235,,Deep oxycline,9.106810269711922,0.3333333333333333,0.3780957170879095,0.0025690295873819
PS3Deep oxycline,0.0166524128458357,0.3333333333333333,PS3,43,0.0,0.3333333333333333,0.0001553594597528,,Deep oxycline,9.19374813157713,0.3333333333333333,0.3779555485592879,0.002495996572876
PS3Deep oxycline,0.0151079408259369,0.3333333333333333,PS3,46,0.0,0.3333333333333333,0.0001259043637917,,Deep oxycline,9.051146545970866,0.3333333333333333,0.3782138407651441,0.0024845406483585
PS3Deep oxycline,0.016052730034687,0.3333333333333333,PS3,48,0.0,0.3333333333333333,0.0001179449687553,,Deep oxycline,9.084245785295174,0.3333333333333333,0.3781576987027321,0.0025299003089345
PS3Deep oxycline,0.0164966702000157,0.3333333333333333,PS3,47,0.0,0.3333333333333333,0.000195478996695,,Deep oxycline,9.214589829234953,0.3333333333333333,0.377896671912701,0.0026857614785738
PS3Deep oxycline,0.0156364707497289,0.3333333333333333,PS3,52,0.0,0.3333333333333333,0.0001168819432434,,Deep oxycline,9.166504111544636,0.3333333333333333,0.3779639686657059,0.0025556058180712
PS3Deep oxycline,0.0163808765419983,0.3333333333333333,PS3,57,0.0,0.3333333333333333,9.925761603633836e-05,,Deep oxycline,9.268373637801682,0.3333333333333333,0.3778968537789222,0.0025473675923662
PS3Deep oxycline,0.0160622329661661,0.3333333333333333,PS3,55,0.0,0.3333333333333333,0.0001880619354801,,Deep oxycline,9.024405608266107,0.3333333333333333,0.3782956094032277,0.0025737724704301
PS3Deep oxycline,0.0166618928671304,0.3333333333333333,PS3,56,0.0,0.3333333333333333,0.0001436571410557,,Deep oxycline,9.22023972289432,0.3333333333333333,0.3779124572157692,0.0025585408216866
PS3Deep oxycline,0.0173336628555129,0.3333333333333333,PS3,51,0.0,0.3333333333333333,0.0001163586092118,,Deep oxycline,9.421651639435773,0.3333333333333333,0.3776792218912282,0.0025972785779143
PS3Deep oxycline,0.0169611467247716,0.3333333333333333,PS3,53,0.0,0.3333333333333333,0.0001391131114319,,Deep oxycline,9.180157592837723,0.3333333333333333,0.3779691508899287,0.0026014011865244
PS3Deep oxycline,0.0163507607779388,0.3333333333333333,PS3,54,0.0,0.3333333333333333,0.0001452512572537,,Deep oxycline,9.259266767290924,0.3333333333333333,0.3778721868698173,0.0025472948854557
PS3Deep oxycline,0.0161673181067401,0.3333333333333333,PS3,64,0.0,0.3333333333333333,0.0001327454365116,,Deep oxycline,9.240079364261158,0.3333333333333333,0.3779266464015171,0.0025328230833511
PS3Deep oxycline,0.0167700783430994,0.3333333333333333,PS3,59,0.0,0.3333333333333333,0.0001250957188708,,Deep oxycline,9.127146163985302,0.3333333333333333,0.3781169134229114,0.0024910984252376
PS3Deep oxycline,0.015662404767865,0.3333333333333333,PS3,62,0.0,0.3333333333333333,0.0001426171000825,,Deep oxycline,9.019324128519846,0.3333333333333333,0.3782777217370943,0.0025058717684874
PS3Deep oxycline,0.0160307659804256,0.3333333333333333,PS3,60,0.0,0.3333333333333333,0.0002078893180719,,Deep oxycline,9.042412331568803,0.3333333333333333,0.3782923285900132,0.0026699820019567
PS3Deep oxycline,0.0165046081633128,0.3333333333333333,PS3,61,0.0,0.3333333333333333,9.61227603632232e-05,,Deep oxycline,9.400170094030631,0.3333333333333333,0.3776141093328882,0.002579828131511
PS3Deep oxycline,0.0167488826218513,0.3333333333333333,PS3,66,0.0,0.3333333333333333,0.0001469292145609,,Deep oxycline,9.198065025228294,0.3333333333333333,0.3779681847371468,0.0025210030851326
PS3Deep oxycline,0.0156430694393364,0.3333333333333333,PS3,72,0.0,0.3333333333333333,0.0001419920382249,,Deep oxycline,9.140738941140096,0.3333333333333333,0.3780680195024022,0.0025463249811504
PS3Deep oxycline,0.0172533993798202,0.3333333333333333,PS3,63,0.0,0.3333333333333333,0.0001431803277428,,Deep oxycline,9.33303411678731,0.3333333333333333,0.3777754321718805,0.0025471273666145
PS3Deep oxycline,0.0155041114121697,0.3333333333333333,PS3,69,0.0,0.3333333333333333,0.0001323985681979,,Deep oxycline,8.999879930070252,0.3333333333333333,0.3783744414673611,0.0025046134674773
PS3Deep oxycline,0.0181013524727873,0.3333333333333333,PS3,65,0.0,0.3333333333333333,0.0001557038565134,,Deep oxycline,9.510075354185638,0.3333333333333333,0.3775548707641862,0.0026378878361507
PS3Deep oxycline,0.015920784675399,0.3333333333333333,PS3,75,0.0,0.3333333333333333,0.0001385647563079,,Deep oxycline,9.143615111421818,0.3333333333333333,0.3780404462699423,0.0025878138629453
PS3Deep oxycline,0.0157939595534934,0.3333333333333333,PS3,67,0.0,0.3333333333333333,0.0002121602936762,,Deep oxycline,8.936633793402628,0.3333333333333333,0.3786253649143362,0.0024848981025196
PS3Deep oxycline,0.0165254645078341,0.3333333333333333,PS3,76,0.0,0.3333333333333333,0.0001447337299945,,Deep oxycline,9.097646518372668,0.3333333333333333,0.37813279048207,0.0025743268243461
PS3Deep oxycline,0.0153178331356997,0.3333333333333333,PS3,74,0.0,0.3333333333333333,0.000132139920461,,Deep oxycline,8.97860540437478,0.3333333333333333,0.3784146137312516,0.0025159354849229
PS3Deep oxycline,0.0174545621783554,0.3333333333333333,PS3,58,0.0,0.3333333333333333,8.508805855909488e-05,,Deep oxycline,9.495539332682366,0.3333333333333333,0.3774964698822339,0.0025554303244749
PS3Deep oxycline,0.0158446424859142,0.3333333333333333,PS3,78,0.0,0.3333333333333333,0.0001208774569879,,Deep oxycline,9.07758091054956,0.3333333333333333,0.3781444459336948,0.0025622352637101
PS3Deep oxycline,0.0155784130166333,0.3333333333333333,PS3,71,0.0,0.3333333333333333,0.0001216804026638,,Deep oxycline,9.215048254330751,0.3333333333333333,0.3779160425972897,0.0025338506085693
PS3Deep oxycline,0.017308001596011,0.3333333333333333,PS3,68,0.0,0.3333333333333333,9.50343803855687e-05,,Deep oxycline,9.56960025441954,0.3333333333333333,0.3773789250925077,0.0025844267253905
PS3Deep oxycline,0.016714355861697,0.3333333333333333,PS3,73,0.0,0.3333333333333333,0.000134967741126,,Deep oxycline,9.346263050406622,0.3333333333333333,0.3778380083177987,0.0026006455568575
PS3Deep oxycline,0.0167179703134085,0.3333333333333333,PS3,79,0.0,0.3333333333333333,0.0001476539185112,,Deep oxycline,9.20798302696952,0.3333333333333333,0.3779896645600663,0.0026038155805815
PS3Deep oxycline,0.0159817609733634,0.3333333333333333,PS3,77,0.0,0.3333333333333333,0.0001167407112994,,Deep oxycline,9.279307176619568,0.3333333333333333,0.3777837897629115,0.0026058180429578
PS3Deep oxycline,0.018487405558893,0.3333333333333333,PS3,70,0.0,0.3333333333333333,0.0001034901116899,,Deep oxycline,9.75062909835404,0.3333333333333333,0.3771330898875523,0.0026300338375686
PS3Deep oxycline,0.0162607110912918,0.3333333333333333,PS3,85,0.0,0.3333333333333333,0.0001210784722862,,Deep oxycline,9.09137655355978,0.3333333333333333,0.3781686782887131,0.0024971105855608
PS3Deep oxycline,0.0171967443465394,0.3333333333333333,PS3,83,0.0,0.3333333333333333,0.0001268967981292,,Deep oxycline,9.419343750212516,0.3333333333333333,0.3775313246779575,0.0026369529529232
PS3Deep oxycline,0.0161798264014202,0.3333333333333333,PS3,80,0.0,0.3333333333333333,0.0002112993849388,,Deep oxycline,9.039696854975665,0.3333333333333333,0.378311106498872,0.0026059958948947
PS3Deep oxycline,0.0166264213554624,0.3333333333333333,PS3,81,0.0,0.3333333333333333,0.0001255326596531,,Deep oxycline,9.23577249404797,0.3333333333333333,0.3779076834390668,0.0025905188057862
PS3Deep oxycline,0.0163963491084552,0.3333333333333333,PS3,92,0.0,0.3333333333333333,0.0001252781111377,,Deep oxycline,9.176052400328446,0.3333333333333333,0.3780652052972613,0.0025786279223698
PS3Deep oxycline,0.0149515179297247,0.3333333333333333,PS3,88,0.0,0.3333333333333333,0.0001945951623472,,Deep oxycline,8.870016607555836,0.3333333333333333,0.3794084418188218,0.0024625665412755
PS3Deep oxycline,0.0158720122267754,0.3333333333333333,PS3,89,0.0,0.3333333333333333,0.0001162571755527,,Deep oxycline,9.272623506866744,0.3333333333333333,0.3778355403196117,0.0025366015501263
PS3Deep oxycline,0.0161533628593031,0.3333333333333333,PS3,87,0.0,0.3333333333333333,0.000172497521896,,Deep oxycline,9.162593078054446,0.3333333333333333,0.3780400202910515,0.0025453266303086
PS3Deep oxycline,0.0164229290265815,0.3333333333333333,PS3,82,0.0,0.3333333333333333,0.0001023803270985,,Deep oxycline,9.290373954140271,0.3333333333333333,0.3778456383712995,0.0025637356783728
PS3Deep oxycline,0.0159853032390697,0.3333333333333333,PS3,90,0.0,0.3333333333333333,0.0001067505248224,,Deep oxycline,9.36422866235307,0.3333333333333333,0.3777324939413462,0.0025505689362558
PS3Deep oxycline,0.0176857157271464,0.3333333333333333,PS3,86,0.0,0.3333333333333333,0.0001068113933205,,Deep oxycline,9.502282604934331,0.3333333333333333,0.3775412809784715,0.0026367281286716
PS3Deep oxycline,0.0174214916371976,0.3333333333333333,PS3,84,0.0,0.3333333333333333,0.0001214789068496,,Deep oxycline,9.454308999975808,0.3333333333333333,0.3776206882437712,0.0026763867167546
PS3Deep oxycline,0.0154021524666233,0.3333333333333333,PS3,93,0.0,0.3333333333333333,0.0001301120942269,,Deep oxycline,9.072859100834306,0.3333333333333333,0.3781863404257842,0.002514779676053
PS3Deep oxycline,0.0162133419241517,0.3333333333333333,PS3,97,0.0,0.3333333333333333,6.520523251030884e-05,,Deep oxycline,9.077193533573782,0.3333333333333333,0.3779906070693359,0.0025386950596238
PS3Deep oxycline,0.0170050461093585,0.3333333333333333,PS3,91,0.0,0.3333333333333333,0.0001715042302275,,Deep oxycline,9.125663701329426,0.3333333333333333,0.3781139869652201,0.0025671379632496
PS3Deep oxycline,0.0149583547649361,0.3333333333333333,PS3,96,0.0,0.3333333333333333,0.0001583238531255,,Deep oxycline,8.963865093262367,0.3333333333333333,0.3785425646510028,0.0024829811380511
PS3Deep oxycline,0.0151532853821528,0.3333333333333333,PS3,94,0.0,0.3333333333333333,0.0001848152670771,,Deep oxycline,8.94406086615761,0.3333333333333333,0.3785728435311705,0.0025095456766946
PS3Deep oxycline,0.0156790458659426,0.3333333333333333,PS3,99,0.0,0.3333333333333333,0.0001150139667774,,Deep oxycline,9.2202928277106,0.3333333333333333,0.3779531885945503,0.0024994138213414
PS3Deep oxycline,0.0184560986357413,0.3333333333333333,PS3,95,0.0,0.3333333333333333,0.0001336103381373,,Deep oxycline,9.596539248815407,0.3333333333333333,0.3773678031676152,0.0027167655434849
PS3Deep oxycline,0.018419778663195257,0.3333333333333333,PS3,98,0.0,0.3333333333333333,0.00011661227776930249,,Deep oxycline,9.510779688624732,0.3333333333333333,0.3775392901856154,0.0026543686181863782
