,Tracer,Incubation_time_hrs,Niskin #,Cruise,Station,Cast,Date,Time (local),Time (GMT),(N deg),(N minutes),Latitude (N),(W deg),(W minutes),Longitude (W),Sample Type,Target Depth (m),Feature,Cast #,DateCTD,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [uE/m2/s],Oxygen [umol/L],run_date,Row,Identifier 1,44N2O,incubation time (days),45N2Oa,45N2Ob,46N2O,Flag,Notes,N2O_sat,N2O_supersat,d18O_NOx,d15N_NOx,area44_NOx,nmol_NOx,mL_added,uM_NOx,Flag_1,date,error_permil,error_%,sulfamic_treated
1017,NO2-,0.55,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,9,Ward_1017,55.64393971,0.022916667,0.203990593,0.200719798,0.115985703,,,9.438868484,46.20507122,19.8648428,1933.679107,0.74,1.842694799,1.75,1.052968456,2,200810,113.0153402,5.844575752,
1018,NO2-,0.55,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,10,Ward_1018,56.77655354,0.022916667,0.204114236,0.200583756,0.115901067,,,9.438868484,47.33768506,4.159421123,2525.397133,3.687,16.24699605,1.5,10.8313307,2,200810,44.57490293,1.76506508,
1019,NO3-,24.43333333,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,11,Ward_1019,59.69113986,1.018055556,0.210082235,0.207081515,0.119886669,,,9.438868484,50.25227138,12.98999316,24.34044596,2.499,5.420163966,1.75,3.097236552,2,200921,,,0
1020,NO3-,24.43333333,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,12,Ward_1020,54.10461457,1.018055556,0.210036092,0.206998439,0.119892538,,,9.438868484,44.66574609,13.37418739,24.52562866,2.149,4.651571345,1.5,3.101047563,2,200921,,,0
1021,NO3-,24.43333333,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,13,Ward_1021,58.93901687,1.018055556,0.209992328,0.206914739,0.119837247,,,9.438868484,49.50014839,13.64002643,25.30065255,1.48,3.182461448,1,3.182461448,2,200921,,,0
1022,NO3-,11.75,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,14,Ward_1022,53.63646396,0.489583333,0.210143841,0.206917444,0.119881332,,,9.438868484,44.19759547,13.3468485,19.74296322,1.446,3.107798165,1,3.107798165,2,200921,,,0
1023,NO3-,11.75,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,15,Ward_1023,54.06349354,0.489583333,0.210035961,0.206982099,0.119924098,,,9.438868484,44.62462506,12.95221877,20.43398767,2.835,6.158012883,2,3.079006442,2,200921,,,0
1024,NO3-,11.75,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,,,,,,,,,,,9.438868484,,,,,,,,,,,,
1025,NO3-,0.316666667,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,16,Ward_1025,56.34885429,0.013194444,0.210022753,0.207060036,0.119919443,,,9.438868484,46.9099858,14.96111929,488.9593399,2.704,5.870339645,1.5,3.913559763,2,200921,,,0
1026,NO3-,0.316666667,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,17,Ward_1026,57.15610123,0.013194444,0.21014349,0.206959497,0.119900927,,,9.438868484,47.71723274,13.7629912,121.9068126,2.625,5.69685731,1.75,3.255347034,2,200921,,,0
1027,NO3-,0.316666667,6,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,100,Mid-oxycline,4,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1.00E-12,-0.876,191209,18,Ward_1027,57.54814191,0.013194444,0.210207554,0.207110157,0.119886527,,,9.438868484,48.10927343,12.85177931,69.10449516,2.2,4.76356627,1.5,3.175710847,2,200921,,,0
1028,NH4+,24.9,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,3,Ward_1028,134.0668542,1.0375,0.505485117,0.494182804,0.28780118,,,7.144787783,126.9220664,7.833253396,10.71090746,9.931,41.28312606,1.27431036,32.39644545,2,200630,0.193754965,1.808950044,
1029,NH4+,24.9,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,4,Ward_1029,133.9521934,1.0375,0.505498576,0.493911463,0.287761551,,,7.144787783,126.8074056,7.26948281,10.57746909,9.717,40.39352894,1.27431036,31.69834462,2,200630,0.192135465,1.81645972,
1030,NH4+,24.9,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,5,Ward_1030,137.5409017,1.0375,0.505580846,0.493872645,0.287739107,,,7.144787783,130.396114,7.14482364,11.10110966,10.02,41.65309869,1.27431036,32.6867771,2,200630,0.200443742,1.805618972,
1031,NH4+,12.21666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,6,Ward_1031,129.9648377,0.509027778,0.505373025,0.493898203,0.287790322,,,7.144787783,122.82005,7.268793765,9.901467732,9.58,39.82402051,1.27431036,31.2514296,2,200630,0.180675372,1.824733226,
1032,NH4+,12.21666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,7,Ward_1032,134.956242,0.509027778,0.505664743,0.493866919,0.287768407,,,7.144787783,127.8114542,6.876457088,10.08830369,9.697,40.31038903,1.27431036,31.63310155,2,200630,0.183496893,1.818907303,
1033,NH4+,12.18333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,8,Ward_1033,136.8724446,0.507638889,0.505560403,0.494156466,0.287773702,,,7.144787783,129.7276568,7.909728705,10.35365851,9.856,40.97135137,1.27431036,32.15178394,2,200630,0.187632969,1.812238334,
1034,NH4+,0.666666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,9,Ward_1034,133.0406374,0.027777778,0.505373199,0.493995558,0.287811157,,,7.144787783,125.8958496,7.588572189,9.253198313,9.871,41.03370631,1.27431036,32.20071624,2,200630,0.16796701,1.815231927,
1035,NH4+,0.666666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,10,Ward_1035,138.4140224,0.027777778,0.505370391,0.493928504,0.287767133,,,7.144787783,131.2692346,6.940588456,9.403874265,10.02,41.65309869,1.27431036,32.6867771,2,200630,0.170191367,1.809800539,
1036,NH4+,0.666666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,11,Ward_1036,139.856427,0.027777778,0.505239028,0.493867609,0.287736534,,,7.144787783,132.7116393,6.294609798,8.768328408,9.764,40.58890775,1.27431036,31.85166583,2,200630,0.159706004,1.821396235,
1037,NO2-,24.7,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,12,Ward_1037,114.1260963,1.029166667,0.495287574,0.484348412,0.267119835,,,7.144787783,106.9813085,5.30723042,1307.992924,6.29,28.96989939,1.25,23.17591951,2,200810,21.70830654,1.659665441,
1038,NO2-,24.68333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,13,Ward_1038,115.8907994,1.028472222,0.490554833,0.479791456,0.267656301,,,7.144787783,108.7460116,5.162146672,1626.934829,1.903,7.527188302,1.25,6.021750642,2,200810,48.80373184,2.999734898,
1039,NO2-,24.68333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,14,Ward_1039,125.2792456,1.028472222,0.499391225,0.490594903,0.274929188,,,7.144787783,118.1344578,4.087931709,1421.328333,3.571,15.68001303,1.25,12.54401043,2,200810,26.79915153,1.885500409,
1040,NO2-,12,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,15,Ward_1040,117.3540634,0.5,0.481897954,0.471789429,0.265915085,,,7.144787783,110.2092756,5.318797333,1470.30495,9.608,45.18756873,1.25,36.15005499,2,200810,24.22618424,1.647697931,
1041,NO2-,12,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,16,Ward_1041,122.6903905,0.5,0.479591467,0.466740177,0.265675719,,,7.144787783,115.5456027,-0.13590592,1772.535616,10.372,48.92183618,1.25,39.13746894,2,200810,29.20301592,1.647527737,
1042,NO2-,12,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,17,Ward_1042,125.4784694,0.5,0.480129949,0.468231637,0.266614692,,,7.144787783,118.3336816,5.599680146,1376.367493,1.626,6.173271964,1.25,4.938617572,2,200810,52.69848084,3.828808883,
1043,NO2-,0.5,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,18,Ward_1043,127.8935927,0.020833333,0.478121175,0.464031671,0.264359125,,,7.144787783,120.7488049,4.451343479,1360.796053,9.611,45.20223209,1.25,36.16178567,2,200810,22.42208301,1.64771811,
1044,NO2-,0.5,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,19,Ward_1044,131.926052,0.020833333,0.470709228,0.457966552,0.263574147,,,7.144787783,124.7812642,3.141191825,1340.440194,3.442,15.04948882,1.25,12.03959106,2,200810,25.99372583,1.939193255,
1045,NO2-,0.5,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191212,20,Ward_1045,133.1717651,0.020833333,0.478301292,0.464109565,0.264244573,,,7.144787783,126.0269773,3.440838299,1383.017927,9.097,42.6899108,1.25,34.15192864,2,200810,22.79117747,1.647930734,
1046,NO3-,24.43333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,3,Ward_1046,126.202043,1.018055556,0.507668743,0.498369297,0.283984125,,,7.144787783,119.0572552,12.27322464,971.1044279,1.877,4.054265079,2,2.02713254,2,200921,,,0
1047,NO3-,24.43333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,4,Ward_1047,126.4785514,1.018055556,0.507435735,0.497464014,0.282577564,,,7.144787783,119.3337636,13.11595085,170.4377905,1.205,2.578567246,1.75,1.473466998,2,200921,,,0
1048,NO3-,24.43333333,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,5,Ward_1048,124.4717275,1.018055556,0.503923164,0.494068829,0.283157023,,,7.144787783,117.3269397,13.0947346,110.1841639,1.356,2.910160062,2,1.455080031,2,200921,,,0
1049,NO3-,11.75,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,6,Ward_1049,128.9471728,0.489583333,0.497160183,0.486421385,0.282617824,,,7.144787783,121.802385,13.27288023,86.82920997,1.305,2.798165138,2,1.399082569,2,200921,,,0
1050,NO3-,11.75,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,7,Ward_1050,133.9918477,0.489583333,0.497102977,0.486202646,0.282046767,,,7.144787783,126.8470599,13.04615539,78.17472834,0.973,2.069100137,1.5,1.379400091,2,200921,,,0
1051,NO3-,11.75,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,8,Ward_1051,132.0232981,0.489583333,0.498844613,0.488320478,0.282164852,,,7.144787783,124.8785103,14.46217044,87.60374149,1.045,2.227210619,1.5,1.484807079,2,200921,,,0
1052,NO3-,0.266666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,9,Ward_1052,139.3070161,0.011111111,0.494955292,0.483972268,0.281938957,,,7.144787783,132.1622283,13.67709951,65.92654784,1.325,2.842084716,2,1.421042358,2,200921,,,0
1053,NO3-,0.266666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,10,Ward_1053,141.5211787,0.011111111,0.495018174,0.483728176,0.281890887,,,7.144787783,134.3763909,16.15158505,579.6933452,1.644,3.542601991,2,1.771300996,2,200921,,,0
1054,NO3-,0.266666667,10,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,60,Interface,4,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353,191213,11,Ward_1054,141.0194727,0.011111111,0.494873757,0.483832173,0.281884757,,,7.144787783,133.8746849,14.56778898,74.29622586,0.984,2.093255905,1.25,1.674604724,2,200921,,,0
1055,NH4+,0.65,11,SR1805,PS1,4,3/19/18,600,1500,9,59.99,9.999833333,112,59.99,112.9998333,Hybrid_Incubation,50,Top of oxycline,4,Mar 19 2018,633.792,10.00002,113,50.145,49.855,21.602,33.6788,27.3908,2.3128,197.857,191213,12,Ward_1055,10.89519031,0.027083333,0.039518813,0.038729822,0.022355331,,,6.305562871,4.58962744,,,,,,,,,,,
