Key,Station,f,weightNO3,weightNH4,iteration,Denit from NO3- (nM/day),Denit fromNO2- (nM/day),Hybrid2 (nM/day),Feature,cost,weightNO2,Nitrification (nM/day),Denit from NO2- (nM/day)
PS1Mid-oxycline,PS1,0.3658397448169788,0.3333333333333333,0.3333333333333333,51,0.0,,0.0014469651385604,Mid-oxycline,2.417005243696523,0.3333333333333333,0.0,0.0013438569186406
PS1Mid-oxycline,PS1,0.3560406214904084,0.3333333333333333,0.3333333333333333,53,0.0,,0.0012748342597823,Mid-oxycline,2.444332856557081,0.3333333333333333,0.0,0.0013230657132336
PS1Mid-oxycline,PS1,0.3399617123499127,0.3333333333333333,0.3333333333333333,45,0.0,,0.0013396830381834,Mid-oxycline,2.4201100221747005,0.3333333333333333,0.0,0.0015997354841734
PS1Mid-oxycline,PS1,0.3408597743802093,0.3333333333333333,0.3333333333333333,52,0.0,,0.001233938902868,Mid-oxycline,2.4534056467703507,0.3333333333333333,0.0,0.0014344900807729
PS1Mid-oxycline,PS1,0.3522910566734509,0.3333333333333333,0.3333333333333333,50,0.0,,0.0012371922267297,Mid-oxycline,2.4638975625469386,0.3333333333333333,0.0,0.0013219690727598
PS1Mid-oxycline,PS1,0.3347427523865442,0.3333333333333333,0.3333333333333333,44,0.0,,0.0011904444897028,Mid-oxycline,2.441737567448617,0.3333333333333333,0.0,0.0015409118141079
PS1Mid-oxycline,PS1,0.3450643692048188,0.3333333333333333,0.3333333333333333,54,0.0,,0.001238020590298,Mid-oxycline,2.418887029392196,0.3333333333333333,0.0,0.0014201159159327
PS1Mid-oxycline,PS1,0.334578684718099,0.3333333333333333,0.3333333333333333,48,0.0,,0.0011598841987404,Mid-oxycline,2.439876916982473,0.3333333333333333,0.0,0.0014601713638318
PS1Mid-oxycline,PS1,0.3674705778008948,0.3333333333333333,0.3333333333333333,55,0.0,,0.0014664595477257,Mid-oxycline,2.422482995277065,0.3333333333333333,0.0,0.0013280082268073
PS1Mid-oxycline,PS1,0.295779651703606,0.3333333333333333,0.3333333333333333,49,0.0,,0.0009529052793674,Mid-oxycline,2.463635492200971,0.3333333333333333,0.0,0.0016984195197838
PS1Mid-oxycline,PS1,0.3340691139624556,0.3333333333333333,0.3333333333333333,58,0.0,,0.0012240073087397,Mid-oxycline,2.4413743590708545,0.3333333333333333,0.0,0.0015151591574312
PS1Mid-oxycline,PS1,0.361890903686659,0.3333333333333333,0.3333333333333333,59,0.0,,0.0013609314730982,Mid-oxycline,2.431216256687017,0.3333333333333333,0.0,0.0013835514055704
PS1Mid-oxycline,PS1,0.3499935640585405,0.3333333333333333,0.3333333333333333,56,0.0,,0.0013428006452113,Mid-oxycline,2.4360711143318627,0.3333333333333333,0.0,0.0014133609699409
PS1Mid-oxycline,PS1,0.2700207383880338,0.3333333333333333,0.3333333333333333,57,0.0,,0.000847698490878,Mid-oxycline,2.4416645610192,0.3333333333333333,0.0,0.0017269890408544
PS1Mid-oxycline,PS1,0.3647924077111639,0.3333333333333333,0.3333333333333333,60,0.0,,0.0014856216491186,Mid-oxycline,2.4291003674429605,0.3333333333333333,0.0,0.0013866307625587
PS1Mid-oxycline,PS1,0.3371947390978353,0.3333333333333333,0.3333333333333333,62,0.0,,0.001209171979219,Mid-oxycline,2.436332825378393,0.3333333333333333,0.0,0.001416209072004
PS1Mid-oxycline,PS1,0.3527894282611318,0.3333333333333333,0.3333333333333333,64,0.0,,0.001344160979994,Mid-oxycline,2.44656357472296,0.3333333333333333,0.0,0.0014882321352186
PS1Mid-oxycline,PS1,0.3500146540618832,0.3333333333333333,0.3333333333333333,67,0.0,,0.0012859273319479,Mid-oxycline,2.44797979385908,0.3333333333333333,0.0,0.0014210893071189
PS1Mid-oxycline,PS1,0.3269757099824958,0.3333333333333333,0.3333333333333333,63,0.0,,0.0011569404723186,Mid-oxycline,2.4558138266614464,0.3333333333333333,0.0,0.0014891852414736
PS1Mid-oxycline,PS1,0.341586976066274,0.3333333333333333,0.3333333333333333,61,0.0,,0.001275133959698,Mid-oxycline,2.438652283228584,0.3333333333333333,0.0,0.0014843253095393
PS1Mid-oxycline,PS1,0.3592201874732205,0.3333333333333333,0.3333333333333333,68,0.0,,0.0013725388560493,Mid-oxycline,2.445327301698963,0.3333333333333333,0.0,0.0014509258068805
PS1Mid-oxycline,PS1,0.3715540712849315,0.3333333333333333,0.3333333333333333,66,0.0,,0.0015329745557867,Mid-oxycline,2.4249585385950936,0.3333333333333333,0.0,0.001281536227434
PS1Mid-oxycline,PS1,0.3283776182201889,0.3333333333333333,0.3333333333333333,69,0.0,,0.0011317896999576,Mid-oxycline,2.40574760571522,0.3333333333333333,0.0,0.0016294727394901
PS1Mid-oxycline,PS1,0.3449716993194301,0.3333333333333333,0.3333333333333333,71,0.0,,0.0012371887506204,Mid-oxycline,2.461023723804592,0.3333333333333333,0.0,0.0013387874050077
PS1Mid-oxycline,PS1,0.3651087130282709,0.3333333333333333,0.3333333333333333,65,0.0,,0.0013751152296145,Mid-oxycline,2.3983196577848847,0.3333333333333333,0.0,0.0012727903566732
PS1Mid-oxycline,PS1,0.3301106720060014,0.3333333333333333,0.3333333333333333,73,0.0,,0.0011047300182498,Mid-oxycline,2.452403338418075,0.3333333333333333,0.0,0.0014565667027083
PS1Mid-oxycline,PS1,0.3226525801602233,0.3333333333333333,0.3333333333333333,70,0.0,,0.001091586894844,Mid-oxycline,2.465397927209354,0.3333333333333333,0.0,0.0015452097087212
PS1Mid-oxycline,PS1,0.3545335669628075,0.3333333333333333,0.3333333333333333,75,0.0,,0.0013961457433894,Mid-oxycline,2.421189159508926,0.3333333333333333,0.0,0.0014756603123243
PS1Mid-oxycline,PS1,0.3271367529404054,0.3333333333333333,0.3333333333333333,77,0.0,,0.0011557188299191,Mid-oxycline,2.453887568587965,0.3333333333333333,0.0,0.0016254734522832
PS1Mid-oxycline,PS1,0.3142677893742853,0.3333333333333333,0.3333333333333333,72,0.0,,0.0011285662157184,Mid-oxycline,2.4529026426560394,0.3333333333333333,0.0,0.0016713967507674
PS1Mid-oxycline,PS1,0.3193841394189856,0.3333333333333333,0.3333333333333333,78,0.0,,0.001080344029447,Mid-oxycline,2.4426083185965592,0.3333333333333333,0.0,0.0016421165370068
PS1Mid-oxycline,PS1,0.2281331287966037,0.3333333333333333,0.3333333333333333,74,0.0,,0.0004886033346616,Mid-oxycline,2.4486021633264143,0.3333333333333333,0.0,0.0020205243493541
PS1Mid-oxycline,PS1,0.3454369931811389,0.3333333333333333,0.3333333333333333,79,0.0,,0.0012896962027239,Mid-oxycline,2.4298757932085326,0.3333333333333333,0.0,0.0015304101716278
PS1Mid-oxycline,PS1,0.2822248288298264,0.3333333333333333,0.3333333333333333,76,0.0,,0.0008957905524724,Mid-oxycline,2.4521573582884018,0.3333333333333333,0.0,0.0017995664583115
PS1Mid-oxycline,PS1,0.3315186997537319,0.3333333333333333,0.3333333333333333,81,0.0,,0.0012005749092201,Mid-oxycline,2.424599276816198,0.3333333333333333,0.0,0.0016125647440803
PS1Mid-oxycline,PS1,0.3601536434874789,0.3333333333333333,0.3333333333333333,82,0.0,,0.001464785223738,Mid-oxycline,2.428793319661322,0.3333333333333333,0.0,0.0013886523579242
PS1Mid-oxycline,PS1,0.3209244188360831,0.3333333333333333,0.3333333333333333,80,0.0,,0.0011510802148761,Mid-oxycline,2.439830371205077,0.3333333333333333,0.0,0.0016503801749611
PS1Mid-oxycline,PS1,0.341381726031566,0.3333333333333333,0.3333333333333333,87,0.0,,0.0012628994578521,Mid-oxycline,2.4157862850641703,0.3333333333333333,0.0,0.0014681515027816
PS1Mid-oxycline,PS1,0.3585020011495406,0.3333333333333333,0.3333333333333333,84,0.0,,0.0013100273679049,Mid-oxycline,2.457858462124691,0.3333333333333333,0.0,0.0013460815316242
PS1Mid-oxycline,PS1,0.3583887735228083,0.3333333333333333,0.3333333333333333,89,0.0,,0.0014308891702503,Mid-oxycline,2.436871273214937,0.3333333333333333,0.0,0.0014452215128278
PS1Mid-oxycline,PS1,0.3468066221119983,0.3333333333333333,0.3333333333333333,85,0.0,,0.0014474177950474,Mid-oxycline,2.4481246340039404,0.3333333333333333,0.0,0.0014979117559548
PS1Mid-oxycline,PS1,0.3576725970901165,0.3333333333333333,0.3333333333333333,90,0.0,,0.00133354441642,Mid-oxycline,2.4327778976213903,0.3333333333333333,0.0,0.0013772163945935
PS1Mid-oxycline,PS1,0.3073727941685628,0.3333333333333333,0.3333333333333333,83,0.0,,0.0010434404449046,Mid-oxycline,2.4366942402707266,0.3333333333333333,0.0,0.0018288952476699
PS1Mid-oxycline,PS1,0.3544333921202233,0.3333333333333333,0.3333333333333333,92,0.0,,0.0013584245115266,Mid-oxycline,2.4307259781208783,0.3333333333333333,0.0,0.0014052423013664
PS1Mid-oxycline,PS1,0.3389127126426979,0.3333333333333333,0.3333333333333333,91,0.0,,0.0012349865535884,Mid-oxycline,2.439773231638765,0.3333333333333333,0.0,0.0016641598649847
PS1Mid-oxycline,PS1,0.3302990423931492,0.3333333333333333,0.3333333333333333,88,0.0,,0.0012521203595889,Mid-oxycline,2.445411148251269,0.3333333333333333,0.0,0.0017068570852444
PS1Mid-oxycline,PS1,0.3129474082821479,0.3333333333333333,0.3333333333333333,86,0.0,,0.0011436883071756,Mid-oxycline,2.4142552634574006,0.3333333333333333,0.0,0.0016591552316588
PS1Mid-oxycline,PS1,0.3510456019670409,0.3333333333333333,0.3333333333333333,93,0.0,,0.0013572899417708,Mid-oxycline,2.444936474601789,0.3333333333333333,0.0,0.0013936933452977
PS1Mid-oxycline,PS1,0.3670878737165216,0.3333333333333333,0.3333333333333333,96,0.0,,0.0014886949425669,Mid-oxycline,2.4112639294476814,0.3333333333333333,0.0,0.0013490991096246
PS1Mid-oxycline,PS1,0.3352245560203598,0.3333333333333333,0.3333333333333333,94,0.0,,0.0011646671510784,Mid-oxycline,2.4434974888041245,0.3333333333333333,0.0,0.001489257270211
PS1Mid-oxycline,PS1,0.3617794810565936,0.3333333333333333,0.3333333333333333,95,0.0,,0.0013931876804388,Mid-oxycline,2.430675795025381,0.3333333333333333,0.0,0.0013032216032265
PS1Mid-oxycline,PS1,0.3509479163970351,0.3333333333333333,0.3333333333333333,97,0.0,,0.0013062380270254,Mid-oxycline,2.4120731292887605,0.3333333333333333,0.0,0.0013928859403193
PS1Mid-oxycline,PS1,0.3438834693466325,0.3333333333333333,0.3333333333333333,98,0.0,,0.0013238464037843,Mid-oxycline,2.4485006651897936,0.3333333333333333,0.0,0.0014951773817383
PS1Mid-oxycline,PS1,0.3249685000364624,0.3333333333333333,0.3333333333333333,99,0.0,,0.001187384329820799,Mid-oxycline,2.4261680718044665,0.3333333333333333,0.0,0.0017037631153252223
