Key,iteration,cost,Denit fromNO2- (nM/day),Nitrification (nM/day),Hybrid2 (nM/day),f,Station,Feature,weightNH4,Denit from NO3- (nM/day),weightNO3,weightNO2,Denit from NO2- (nM/day)
PS3Mid-oxycline,3,1.9898163467223096,,0.0001110725303247,0.0003796157544917,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006153372520364,0.3333333333333333,0.3333333333333333,0.0001558163290094
PS3Mid-oxycline,19,1.9915735113261936,,0.000128840057157,0.0003688459859037,0.0006912168519209,PS3,Mid-oxycline,0.3333333333333333,0.0006021482910958,0.3333333333333333,0.3333333333333333,0.0001546506376063
PS3Mid-oxycline,12,1.9974307498506287,,0.0001980487413337,0.0003990618875402,4.603197317002854e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007388394477141,0.3333333333333333,0.3333333333333333,0.0001488303741699
PS3Mid-oxycline,4,1.9839213369993685,,0.0001003408492418,0.0004245450279509,1.8648033703800343e-06,PS3,Mid-oxycline,0.3333333333333333,0.000581015258876,0.3333333333333333,0.3333333333333333,0.0001575937907572
PS3Mid-oxycline,10,1.9834097214525537,,9.90400975054752e-05,0.0004293910731237,0.0001329494607363,PS3,Mid-oxycline,0.3333333333333333,0.0005169879422969,0.3333333333333333,0.3333333333333333,0.0001724469911055
PS3Mid-oxycline,7,1.9925309645602955,,9.981499886384056e-05,0.0003818118679718,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0007630910709597,0.3333333333333333,0.3333333333333333,0.000166051576356
PS3Mid-oxycline,5,1.9743395999557187,,8.60793626449229e-05,0.0004830458570027,9.955228384121912e-05,PS3,Mid-oxycline,0.3333333333333333,0.000655807796082,0.3333333333333333,0.3333333333333333,0.0001665351399557
PS3Mid-oxycline,18,1.9909121032365595,,0.0001358772630312,0.0004727604455478,0.0851935406605264,PS3,Mid-oxycline,0.3333333333333333,0.0006854204226113,0.3333333333333333,0.3333333333333333,0.0001930464761341
PS3Mid-oxycline,0,1.987625666608256,,0.0001111419735367,0.0003882865547077,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006785662108118,0.3333333333333333,0.3333333333333333,0.0001618752704197
PS3Mid-oxycline,21,1.9939686585222185,,0.000171360617546,0.0003754863971877,9.469310716541106e-06,PS3,Mid-oxycline,0.3333333333333333,0.0008449451401249,0.3333333333333333,0.3333333333333333,0.000155283597855
PS3Mid-oxycline,29,1.988821834301056,,0.000114059017661,0.0004023273230563,0.0001093654698696,PS3,Mid-oxycline,0.3333333333333333,0.0008151507053038,0.3333333333333333,0.3333333333333333,0.0001628335255168
PS3Mid-oxycline,24,1.9863301426765585,,0.0001037180749461,0.0004235708808857,9.928849822741896e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006810670272927,0.3333333333333333,0.3333333333333333,0.0001596163708862
PS3Mid-oxycline,13,1.9900741196051284,,0.0001619329396994,0.0004079645786581,7.498051257613062e-05,PS3,Mid-oxycline,0.3333333333333333,0.0004746865364444,0.3333333333333333,0.3333333333333333,0.0001665794017364
PS3Mid-oxycline,30,1.995505271827411,,0.0001417636036432,0.0003783176973061,0.0002861012829187,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.000161867561426
PS3Mid-oxycline,32,1.993586847907844,,0.0001733468244349,0.0003768817265398,0.000263084229839,PS3,Mid-oxycline,0.3333333333333333,0.0008439389073732,0.3333333333333333,0.3333333333333333,0.0001582621289375
PS3Mid-oxycline,14,1.9832417818039187,,0.0001005132517384,0.0004115567136446,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0007550428891776,0.3333333333333333,0.3333333333333333,0.0001618466930973
PS3Mid-oxycline,31,1.9792799946868944,,8.694230411817722e-05,0.0004566043902812,3.566066675106355e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007493786328109,0.3333333333333333,0.3333333333333333,0.0001679582297035
PS3Mid-oxycline,23,1.986778936378177,,0.000108232101342,0.000411597879261,8.331111207054211e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006077624075088,0.3333333333333333,0.3333333333333333,0.0001621460052796
PS3Mid-oxycline,25,1.987730432174734,,0.0001603878810383,0.0004085905764314,0.0006459122535849,PS3,Mid-oxycline,0.3333333333333333,0.0006658512521569,0.3333333333333333,0.3333333333333333,0.000167885633506
PS3Mid-oxycline,34,1.9846156205556755,,0.0001223299124546,0.0004259898969992,8.872200067049752e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006179673533102,0.3333333333333333,0.3333333333333333,0.0001640620969582
PS3Mid-oxycline,36,1.9861555105888105,,0.0001005141365206,0.0003969042590737,1.93904350099882e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007044963736506,0.3333333333333333,0.3333333333333333,0.0001573188598112
PS3Mid-oxycline,37,1.987433365718924,,0.0001037332531576,0.0004120763343273,0.0003254964721242,PS3,Mid-oxycline,0.3333333333333333,0.0006931389219357,0.3333333333333333,0.3333333333333333,0.0001557158211313
PS3Mid-oxycline,42,1.983579816424871,,0.0001253625623875,0.0004711907068629,7.61267044374005e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006469004094734,0.3333333333333333,0.3333333333333333,0.0001643500372746
PS3Mid-oxycline,41,1.9940654927712425,,0.0001575491596042,0.0003850264575173,0.0001193237965829,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0001612743967346
PS3Mid-oxycline,44,1.9954981813495911,,2.027864918777476e-06,0.0004395451365901,0.007231818035392,PS3,Mid-oxycline,0.3333333333333333,0.0006624625750247,0.3333333333333333,0.3333333333333333,0.0001615621924106
PS3Mid-oxycline,38,1.9819245294821035,,0.0001042154129169,0.0004303516887915,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006296767291615,0.3333333333333333,0.3333333333333333,0.0001729724661335
PS3Mid-oxycline,28,1.9834904890443648,,0.0001161543880117,0.0004209318670958,0.0001578165124724,PS3,Mid-oxycline,0.3333333333333333,0.0007501027526663,0.3333333333333333,0.3333333333333333,0.000161009871371
PS3Mid-oxycline,43,1.9874620949201829,,0.0001070567983517,0.0004168628030132,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006627480452641,0.3333333333333333,0.3333333333333333,0.0001619326332246
PS3Mid-oxycline,20,1.986927733078358,,0.0001059572119463,0.0003913049098697,0.0008294725839304,PS3,Mid-oxycline,0.3333333333333333,0.0006779084418707,0.3333333333333333,0.3333333333333333,0.0001538033531622
PS3Mid-oxycline,47,1.9825878733023985,,0.0001081621999669,0.0004410312560083,6.28851783544813e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006012601332506,0.3333333333333333,0.3333333333333333,0.0001607903739
PS3Mid-oxycline,39,1.9928564862666427,,0.0001616323404126,0.0003795972458253,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0005788123521909,0.3333333333333333,0.3333333333333333,0.000147581909256
PS3Mid-oxycline,35,1.9898916822872448,,9.70391591409482e-05,0.0003802129934672,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006703833111797,0.3333333333333333,0.3333333333333333,0.0001559768692454
PS3Mid-oxycline,33,1.9900084446399504,,0.0001806586944908,0.0003899887817258,4.724161917028509e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006802445350597,0.3333333333333333,0.3333333333333333,0.0001647143030457
PS3Mid-oxycline,27,1.9925209058419244,,0.0001274464178053,0.0003845460502252,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0007677938075386,0.3333333333333333,0.3333333333333333,0.0001539807816015
PS3Mid-oxycline,46,1.9938311826658808,,0.0001815891078236,0.0003617950606709,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006070511607371,0.3333333333333333,0.3333333333333333,0.0001549216416574
PS3Mid-oxycline,49,1.980263307236272,,0.0001156673337153,0.0004748063680692,0.0008131276335853,PS3,Mid-oxycline,0.3333333333333333,0.0005727254628868,0.3333333333333333,0.3333333333333333,0.0001794498732072
PS3Mid-oxycline,55,1.9818185796029328,,9.007053874820281e-05,0.0004708114629511,8.010849889403386e-05,PS3,Mid-oxycline,0.3333333333333333,3.773644652746127e-06,0.3333333333333333,0.3333333333333333,0.0001757986937975
PS3Mid-oxycline,51,1.986726629971233,,9.86773179038888e-05,0.0004048989074864,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006902523440533,0.3333333333333333,0.3333333333333333,0.0001553946920768
PS3Mid-oxycline,48,1.9873309979484075,,0.0001083262464678,0.0004017409948715,4.643169704497289e-05,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0001533489730439
PS3Mid-oxycline,52,1.9895762190710864,,9.870414793635416e-05,0.0003732738220523,0.0037923309679578,PS3,Mid-oxycline,0.3333333333333333,0.000875920384349,0.3333333333333333,0.3333333333333333,0.0001543690137235
PS3Mid-oxycline,57,1.9923299612645773,,0.0001180421281595,0.0003667551695258,0.0,PS3,Mid-oxycline,0.3333333333333333,0.000556573900028,0.3333333333333333,0.3333333333333333,0.0001478796600882
PS3Mid-oxycline,53,1.9868460787602444,,0.00015593156607,0.0004256397433871,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0008578084650084,0.3333333333333333,0.3333333333333333,0.0001687774568509
PS3Mid-oxycline,54,1.990202959078976,,0.0001516181094351,0.0004029669813436,0.0022919453100404,PS3,Mid-oxycline,0.3333333333333333,0.0009111111608248,0.3333333333333333,0.3333333333333333,0.0001596900964825
PS3Mid-oxycline,60,1.988990892562268,,0.0001209912389367,0.0004297966676767,3.169834126156286e-05,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.000165975530597
PS3Mid-oxycline,56,1.995052618248541,,0.0001522631464265,0.0003618111970297,2.6170520380244024e-05,PS3,Mid-oxycline,0.3333333333333333,0.0008711837860246,0.3333333333333333,0.3333333333333333,0.0001496677276065
PS3Mid-oxycline,45,1.985782514624964,,0.0001291265608862,0.0004020215541985,9.563019350708688e-05,PS3,Mid-oxycline,0.3333333333333333,0.0005549846505478,0.3333333333333333,0.3333333333333333,0.0001656328078097
PS3Mid-oxycline,61,1.9900669391003083,,0.0001169874465017,0.0003917765557162,6.525048397414547e-05,PS3,Mid-oxycline,0.3333333333333333,0.0004611678972755,0.3333333333333333,0.3333333333333333,0.0001667787287753
PS3Mid-oxycline,50,1.9858861684076143,,0.0001382932001846,0.0004242543350756,2.448695906649821e-05,PS3,Mid-oxycline,0.3333333333333333,0.000495085966588,0.3333333333333333,0.3333333333333333,0.0001758672346281
PS3Mid-oxycline,62,1.9943581894829,,0.0001786656897185,0.0003513037206022,8.944184575745872e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006859470998089,0.3333333333333333,0.3333333333333333,0.0001529708399917
PS3Mid-oxycline,66,1.990318498051252,,8.712736918164742e-05,0.0003970847573976,0.0001262609681304,PS3,Mid-oxycline,0.3333333333333333,4.991548874801867e-07,0.3333333333333333,0.3333333333333333,0.0001497520546685
PS3Mid-oxycline,26,1.9921379241543549,,0.0001752444906742,0.0003980318563703,5.335708303502804e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006714383319417,0.3333333333333333,0.3333333333333333,0.0001594945886088
PS3Mid-oxycline,75,1.9808501192416963,,0.0001220521703367,0.0004530608485002,7.975211221595156e-05,PS3,Mid-oxycline,0.3333333333333333,0.0004622311638621,0.3333333333333333,0.3333333333333333,0.0001634573044435
PS3Mid-oxycline,65,1.99246999439558,,0.0001162049779742,0.0004061741031933,0.0001426926109285,PS3,Mid-oxycline,0.3333333333333333,1.5207996912064112e-08,0.3333333333333333,0.3333333333333333,0.0001510496853964
PS3Mid-oxycline,40,1.981229253712541,,0.0001061036320751,0.0004342831431052,1.04208309575252e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006728988839888,0.3333333333333333,0.3333333333333333,0.0001573371649937
PS3Mid-oxycline,63,1.9895520930039512,,0.0001212771563376,0.0003877771459681,0.0001944470340602,PS3,Mid-oxycline,0.3333333333333333,0.0005589652489277,0.3333333333333333,0.3333333333333333,0.0001488618464368
PS3Mid-oxycline,59,1.98613582152306,,0.000138895269342,0.0004134669377647,0.0095630847202393,PS3,Mid-oxycline,0.3333333333333333,0.000575097390251,0.3333333333333333,0.3333333333333333,0.0001661559202012
PS3Mid-oxycline,70,1.9912391189220624,,0.0001166693763982,0.0003639513732219,3.852830038988238e-05,PS3,Mid-oxycline,0.3333333333333333,0.0005731812502944,0.3333333333333333,0.3333333333333333,0.0001503742196498
PS3Mid-oxycline,64,1.9893640987524568,,0.0001328934920968,0.0004221596685778,8.7796103308988e-05,PS3,Mid-oxycline,0.3333333333333333,7.809637978570412e-06,0.3333333333333333,0.3333333333333333,0.0001572419463033
PS3Mid-oxycline,81,2.0015273880212545,,2.164295360213906e-05,0.0003882142342464,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006999447711885,0.3333333333333333,0.3333333333333333,0.0001496329495529
PS3Mid-oxycline,58,1.993316515139882,,0.0001278781341902,0.0003720812300032,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0005604503613584,0.3333333333333333,0.3333333333333333,0.0001491263763382
PS3Mid-oxycline,74,1.999158243617398,,6.327824554807977e-06,0.0004116571038572,0.0,PS3,Mid-oxycline,0.3333333333333333,0.000698007618987,0.3333333333333333,0.3333333333333333,0.0001721941023712
PS3Mid-oxycline,71,1.9910547146291973,,0.0001005787139381,0.0003828090820599,6.355368702580023e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007560244057505,0.3333333333333333,0.3333333333333333,0.000148854778277
PS3Mid-oxycline,76,2.0047434737852883,,3.2871599974657776e-06,0.0003841361059053,0.0002652586179456,PS3,Mid-oxycline,0.3333333333333333,0.0006780887143352,0.3333333333333333,0.3333333333333333,0.0001630425536304
PS3Mid-oxycline,69,1.9957218607878269,,0.0001651650260636,0.0003678753636404,5.928707679484032e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006944384101439,0.3333333333333333,0.3333333333333333,0.0001540768375641
PS3Mid-oxycline,80,1.9919101918346287,,0.0001015857889972,0.0003820966388551,8.693293962572472e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007669454588197,0.3333333333333333,0.3333333333333333,0.0001545274244368
PS3Mid-oxycline,82,1.99347545352972,,0.0001401220016292,0.0003765641295177,3.077177289788729e-05,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0001545743387949
PS3Mid-oxycline,67,1.9827867858038388,,0.0001029150695047,0.0004344547077531,8.772085062253626e-05,PS3,Mid-oxycline,0.3333333333333333,0.0005898936295292,0.3333333333333333,0.3333333333333333,0.0001646957896679
PS3Mid-oxycline,68,1.9905292820411875,,0.0001609595434484,0.0004138277746288,0.0001763217541939,PS3,Mid-oxycline,0.3333333333333333,0.000647794437189,0.3333333333333333,0.3333333333333333,0.0001624572540509
PS3Mid-oxycline,77,1.9940061719414213,,0.0001202554781327,0.0003693900194901,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0005816640665627,0.3333333333333333,0.3333333333333333,0.0001530508923798
PS3Mid-oxycline,73,1.992200607495438,,0.000150984085445,0.0003911889479248,2.095090998461462e-05,PS3,Mid-oxycline,0.3333333333333333,1.537892180661637e-07,0.3333333333333333,0.3333333333333333,0.0001652264703967
PS3Mid-oxycline,84,1.989139955684719,,0.0001165410924505,0.0003927718633752,0.0019067010903685,PS3,Mid-oxycline,0.3333333333333333,0.0005911278359967,0.3333333333333333,0.3333333333333333,0.0001582886505807
PS3Mid-oxycline,86,1.985013786217957,,0.0001376850051471,0.0004339537329847,0.0002675361163587,PS3,Mid-oxycline,0.3333333333333333,0.0006451061294311,0.3333333333333333,0.3333333333333333,0.0001644837414907
PS3Mid-oxycline,72,1.9819794381748816,,0.0001149483767347,0.0004327837892443,8.577781285056208e-05,PS3,Mid-oxycline,0.3333333333333333,0.0005880235401131,0.3333333333333333,0.3333333333333333,0.0001677341142886
PS3Mid-oxycline,79,1.989248568020356,,0.0001351019030316,0.00040156151034,5.943843406813821e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006025019101212,0.3333333333333333,0.3333333333333333,0.000154905954798
PS3Mid-oxycline,89,1.9930180907934816,,9.70383745921948e-05,0.0004047802684935,0.0,PS3,Mid-oxycline,0.3333333333333333,4.290209014992126e-06,0.3333333333333333,0.3333333333333333,0.0001710071129607
PS3Mid-oxycline,78,1.989115009110951,,9.786913762694484e-05,0.000400626813565,9.582055157087354e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006435022715069,0.3333333333333333,0.3333333333333333,0.0001490946036407
PS3Mid-oxycline,91,1.9878775676043725,,9.290286086669604e-05,0.0004051536335809,7.152034828681171e-05,PS3,Mid-oxycline,0.3333333333333333,0.0006134591194703,0.3333333333333333,0.3333333333333333,0.0001566090866632
PS3Mid-oxycline,99,1.9935809920980088,,0.0001266739309168,0.0003804326601424,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0001604676931062
PS3Mid-oxycline,93,1.98721347892744,,0.0001120219362295,0.0004053690578132,0.0,PS3,Mid-oxycline,0.3333333333333333,0.00074228800341,0.3333333333333333,0.3333333333333333,0.0001524031655647
PS3Mid-oxycline,83,1.983397656212834,,0.0001119895768502,0.0004310484712561,0.0018859719416412,PS3,Mid-oxycline,0.3333333333333333,0.0006052526371717,0.3333333333333333,0.3333333333333333,0.0001614854558144
PS3Mid-oxycline,90,1.985703530049669,,0.0001265727581579,0.0004281946791494,0.0001321740624578,PS3,Mid-oxycline,0.3333333333333333,0.0006242679459097,0.3333333333333333,0.3333333333333333,0.0001651962111964
PS3Mid-oxycline,92,1.990867573699019,,0.0001630150975762,0.000420093473776,0.0001972054594231,PS3,Mid-oxycline,0.3333333333333333,0.0006539202124646,0.3333333333333333,0.3333333333333333,0.0001552115863344
PS3Mid-oxycline,85,1.9819137285759936,,8.84983671628168e-05,0.0004314572113746,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006497541507603,0.3333333333333333,0.3333333333333333,0.0001568262071187
PS3Mid-oxycline,98,1.9864307999507715,,0.0001018860111456,0.0004021398575556,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0005367952812349,0.3333333333333333,0.3333333333333333,0.0001616331296912
PS3Mid-oxycline,87,1.9939189409323688,,0.0001517546233911,0.000380377317698,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0008258414575617,0.3333333333333333,0.3333333333333333,0.0001548550305488
PS3Mid-oxycline,97,1.991830275440603,,0.0001538562908024,0.0003932552202642,6.451064015198333e-05,PS3,Mid-oxycline,0.3333333333333333,0.0007744029224735,0.3333333333333333,0.3333333333333333,0.0001492921947108
PS3Mid-oxycline,88,1.993168601751976,,0.000149998801453,0.0003895859891366,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006949745382493,0.3333333333333333,0.3333333333333333,0.0001573925361134
PS3Mid-oxycline,94,1.9815945654390208,,8.272111167833604e-05,0.0004229371802497,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006501813029693,0.3333333333333333,0.3333333333333333,0.0001567806351855
PS3Mid-oxycline,96,1.99485252379948,,0.0001054075206497,0.0003491258218177,8.903327906919767e-05,PS3,Mid-oxycline,0.3333333333333333,0.0008376775208869,0.3333333333333333,0.3333333333333333,0.0001497608743132
PS3Mid-oxycline,95,1.993516791248557,,0.0001688380760493603,0.000362559949900805,0.0,PS3,Mid-oxycline,0.3333333333333333,0.0006124147727461617,0.3333333333333333,0.3333333333333333,0.00015773799610215738
